ship_mode,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order ID,Order Date,,,
"Same Day,Home Office,Unclosed quote without termination,Chicago,Illinois,60623
Same Day,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-6590-608,Office Supplies,Appliances,Fellowes Binder,1146.1181,6,0.8,410.5223,US-2021-394577,2021-09-23
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-4166-283,Furniture,Tables,Xerox 1967,1802.2432,13,0.2,40.6677,US-2020-760005,2021-10-24
Second Class,Corporate,United States,New York City,New York,10024,East,OFF-BI-6746-462,Office Supplies,Binders,3M Storage Bin,1002.8594,11,0.6,-581.2308,US-2021-874400,2024-10-13
Second Class,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-5560-209,Furniture,Chairs,Bush Somerset Bookcase,44.099,4,0.15,-19.89,US-2022-585125,2020-06-24
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-6585-617,Technology,Phones,3M Storage Bin,1995.5493,5,0.4,745.5905,US-2024-872173,2020-09-13
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-1046-402,Technology,Phones,Eldon Fold N Roll Cart,280.0918,2,0.2,-127.8989,US-2022-524293,2021-09-09
First Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-PH-6779-146,Technology,Phones,Belkin Surge Protector,2737.4031,10,0,-934.0248,US-2022-661823,2020-01-11
Same Day,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-9767-624,Furniture,Furnishings,Logitech Wireless Mouse,2091.1151,4,0.3,283.504,US-2023-669616,2021-02-21
First Class,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-3766-589,Office Supplies,Binders,Cisco IP Phone,1479.2843,12,0.45,87.3328,US-2023-583341,2023-05-03
First Class,Consumer,United States,San Francisco,California,94109,West,OFF-AP-6365-941,Office Supplies,Appliances,Bretford Conference Table,798.042,12,0.8,55.519,US-2024-855580,2024-03-12
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-AP-2378-746,Office Supplies,Appliances,Fellowes Binder,169.3972,6,0.6,-0.7383,US-2022-161620,2021-09-08
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-8328-481,Office Supplies,Binders,3M Storage Bin,1134.4086,13,0.3,132.7831,US-2020-380510,2024-11-13
Second Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-MA-4633-684,Technology,Machines,Fellowes Binder,503.1246,10,0,-150.3983,US-2023-727743,2020-03-06
Second Class,Home Office,United States,New York City,New York,10024,East,OFF-BI-6910-967,Office Supplies,Binders,Hon Deluxe Fabric Chair,293.4968,8,0.4,-72.3669,US-2021-939784,2021-03-18
First Class,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-9891-199,Technology,Phones,Bretford Conference Table,2156.6132,14,0.2,688.4436,US-2024-469383,2022-09-15
First Class,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-3628-611,Furniture,Tables,Xerox 1967,400.1934,4,0.2,-99.9816,US-2023-791500,2024-01-17
Second Class,Consumer,United States,New York City,New York,10024,East,TEC-CO-5985-724,Technology,Copiers,Hon Deluxe Fabric Chair,1279.4593,9,0.4,-681.9875,US-2020-511478,not-a-date
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-4871-757,Furniture,Chairs,Cisco IP Phone,640.5829,12,0.15,-328.4304,US-2022-609049,2020-12-28
Same Day,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-7675-277,Furniture,Chairs,Bretford Conference Table,1091.977,7,0.8,302.9392,US-2020-414237,2022-10-03
Same Day,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-8654-760,Office Supplies,Paper,HP Officejet Printer,2922.0869,4,0.2,-82.6035,US-2021-955510,2021-02-03
Same Day,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-8457-273,Office Supplies,Paper,Logitech Wireless Mouse,1199.9587,6,0.6,377.4193,US-2020-575635,2023-08-19
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,FUR-BO-7377-470,Furniture,Bookcases,3M Storage Bin,1188.5776,4,0.2,156.2622,US-2021-954975,2023-01-23
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-9824-125,Office Supplies,Paper,Belkin Surge Protector,1929.1924,3,0,170.282,US-2020-874723,2024-09-22
Second Class,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-CH-9920-267,Furniture,Chairs,Cisco IP Phone,2352.145,8,0.1,-302.9957,US-2023-399593,2023-05-25
First Class,Home Office,United States,Henderson,Kentucky,42420,South,OFF-BI-5552-454,Office Supplies,Binders,Global Push Button Manager Chair,1948.7161,12,0,-872.0217,US-2022-924881,2021-08-20
First Class,Home Office,United States,Henderson,Kentucky,42420,South,OFF-PA-3135-843,Office Supplies,Paper,Belkin Surge Protector,2680.1947,5,0.8,-615.3144,US-2022-456199,2022-07-22
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-CH-1173-726,Furniture,Chairs,Bretford Conference Table,1775.7428,6,0.4,727.4177,US-2021-520984,2024-12-27
Same Day,Home Office,United States,Houston,Texas,77036,Central,OFF-ST-2314-331,Office Supplies,Storage,Fellowes Binder,1111.0625,11,0,-550.7806,US-2024-315472,2022-03-17
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,TEC-MA-6670-878,Technology,Machines,Eldon Fold N Roll Cart,2162.1599,8,0.45,-118.5888,US-2024-735197,2021-03-04
Standard Class,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-4768-425,Furniture,Furnishings,Fellowes Binder,278.0501,12,0.15,-96.4317,US-2021-987086,2023-09-26
First Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-4516-615,Office Supplies,Paper,Bush Somerset Bookcase,2052.8616,5,0,740.4766,US-2022-174147,2021-01-19
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-1760-456,Office Supplies,Paper,Fellowes Binder,327.513,3,0,38.961,US-2024-120310,2022-04-28
Second Class,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-8839-650,Technology,Phones,3M Storage Bin,1309.1468,10,0.1,-490.6501,US-2023-969910,2022-12-16
First Class,Corporate,United States,New York City,New York,10024,East,FUR-FU-6026-490,Furniture,Furnishings,Bretford Conference Table,2309.8313,9,0,-291.0225,US-2023-771925,2020-07-11
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,TEC-MA-3722-960,Technology,Machines,Hon Deluxe Fabric Chair,339.5016,7,0.6,85.8145,US-2022-523026,2020-04-23
Same Day,Corporate,United States,Seattle,Washington,98103,West,OFF-AP-4503-360,Office Supplies,Appliances,Belkin Surge Protector,252.8806,2,0.3,-11.4509,US-2023-189016,2022-12-11
Second Class,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-2367-270,Furniture,Furnishings,Cisco IP Phone,1023.7403,13,0.15,497.8035,US-2023-612083,2022-07-24
Second Class,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-7173-101,Furniture,Furnishings,Hon Deluxe Fabric Chair,2805.9829,6,0.4,-834.6444,US-2021-440655,2020-02-10
Second Class,Corporate,United States,Los Angeles,California,90036,West,OFF-AP-1271-951,Office Supplies,Appliances,Hon Deluxe Fabric Chair,2897.6692,12,0,-438.1048,US-2024-793760,2023-05-08
First Class,Corporate,United States,Newark,New Jersey,7114,East,FUR-BO-5404-925,Furniture,Bookcases,Bush Somerset Bookcase,2912.0425,13,0,-1046.7481,US-2020-419157,2023-02-27
First Class,Home Office,United States,San Francisco,California,94109,West,OFF-ST-8535-360,Office Supplies,Storage,Cisco IP Phone,2036.8757,4,0,433.1495,US-2024-908335,2022-03-10
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-CO-6929-637,Technology,Copiers,Newell 322,883.2217,5,0.6,202.9616,US-2024-304716,2020-02-28
First Class,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-8063-406,Office Supplies,Appliances,Newell 322,1119.6783,9,0.2,179.0877,US-2020-922604,2021-01-27
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-1705-443,Furniture,Tables,Eldon Fold N Roll Cart,2996.3096,13,0.3,1442.1653,US-2021-298189,2022-10-16
Second Class,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-3477-519,Office Supplies,Binders,Xerox 1967,376.4023,1,0,-215.078,US-2021-790394,2023-03-12
Same Day,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-5115-716,Office Supplies,Binders,Xerox 1967,693.8477,14,0.45,15.9083,US-2022-437789,2022-12-24
Second Class,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-4535-854,Technology,Accessories,HP Officejet Printer,168.7331,8,0,-17.1793,US-2024-808054,2020-07-13
Same Day,Home Office,United States,Detroit,Michigan,48227,Central,TEC-MA-6413-203,Technology,Machines,Bretford Conference Table,1580.9904,11,0.3,638.7531,US-2024-586722,2022-11-09
Same Day,Home Office,United States,Los Angeles,California,90036,West,TEC-MA-3261-338,Technology,Machines,Apple iPhone,1969.0874,five,0.2,619.4581,US-2022-906423,2024-02-19
Standard Class,Corporate,United States,Los Angeles,California,90036,West,FUR-BO-2707-415,Furniture,Bookcases,Eldon Fold N Roll Cart,1711.9856,6,0.8,-404.6935,US-2023-266263,2021-09-15
Same Day,Corporate,United States,New York City,New York,10024,East,FUR-FU-8093-252,Furniture,Furnishings,Fellowes Binder,324.3851,13,0,109.0514,US-2024-935514,2023-07-15
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-TA-5653-346,Furniture,Tables,Logitech Wireless Mouse,$1200,11,0.1,78.7871,US-2024-718591,2022-12-06
First Class,Corporate,United States,New York City,New York,10024,East,FUR-TA-1218-670,Furniture,Tables,Xerox 1967,899.0274,12,0,367.6228,US-2024-983617,2020-10-13
Same Day,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-6434-921,Furniture,Furnishings,Global Push Button Manager Chair,43.2324,2,0.8,20.0701,US-2024-546427,2021-11-16,TOO,MANY,COLUMNS
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-9429-712,Furniture,Chairs,Fellowes Binder,566.1567,7,0.8,215.6445,US-2022-749669,2022-01-06
First Class,Home Office,United States,New York City,New York,10024,East,TEC-MA-5112-827,Technology,Machines,Eldon Fold N Roll Cart,472.6135,3,0.1,53.3098,US-2021-170323,2021-04-10
Same Day,Home Office,United States,Dallas,Texas,75220,Central,TEC-PH-8918-310,Technology,Phones,Newell 322,1445.0705,12,0.6,396.4481,US-2022-135051,2021-01-01
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-4936-236,Technology,Machines,Hon Deluxe Fabric Chair,2630.2702,7,0.2,5.676,US-2023-480669,2020-05-18
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,TEC-MA-5634-516,Technology,Machines,Eldon Fold N Roll Cart,1715.7748,13,0.3,469.2612,US-2021-192081,2021-03-08
First Class,Home Office,United States,Chicago,Illinois,N/A_ZIP,Central,TEC-PH-1120-792,Technology,Phones,Cisco IP Phone,2559.5162,11,0.45,452.6964,US-2024-499585,2022-07-11
Second Class,Corporate,United States,Newark,New Jersey,7114,East,TEC-AC-6560-311,Technology,Accessories,HP Officejet Printer,2237.7846,12,0.2,-526.786,US-2021-709620,2021-03-12,TOO,MANY,COLUMNS
Standard Class,Consumer,United States,San Francisco,California,94109,West,TEC-MA-6164-739,Technology,Machines,Logitech Wireless Mouse,2171.4287,3,0.2,383.8763,US-2021-129965,2024-02-07
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-1091-172,Office Supplies,Storage,Logitech Wireless Mouse,126.8628,4,0.1,-71.6955,US-2021-399262,2024-10-17
Same Day,Home Office,United States,Henderson,Kentucky,42420,South,FUR-BO-7915-258,Furniture,Bookcases,Belkin Surge Protector,2379.8695,14,0.15,352.2398,US-2022-352187,2021-11-24
Same Day,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-4589-949,Office Supplies,Paper,Hon Deluxe Fabric Chair,1533.6878,8,0.6,-107.7597,US-2020-771884,2020-04-08
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-3108-960,Technology,Phones,Eldon Fold N Roll Cart,874.57,10,0,-356.5874,US-2024-100024,2023-09-24
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,OFF-AR-1619-311,Office Supplies,Art,Newell 322,521.9273,6,0.8,62.188,US-2024-384493,2024-01-12
Same Day,Corporate,United States,San Francisco,California,94109,West,FUR-FU-6125-621,Furniture,Furnishings,Eldon Fold N Roll Cart,2778.0234,3,0.6,-562.1615,US-2020-738061,2020-09-23
Standard Class",Corporate,Unclosed quote without termination,Columbus,Ohio,43229,,,,,,,,,,,,,,
Second Class,Consumer,United States,New York City,New York,10024,East,TEC-AC-9212-460,Technology,Accessories,HP Officejet Printer,2851.4372,1,0.6,-1504.1266,US-2023-113419,20-05-2023,,,
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-4281-866,Office Supplies,Appliances,Logitech Wireless Mouse,2583.1866,4,0.45,640.096,US-2024-646853,23-05-2021,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Second Class,Home Office,United States,Newark,New Jersey,7114,East,OFF-ST-9091-240,Office Supplies,Storage,Bretford Conference Table,1369.2843,14,0.1,515.4753,US-2022-459550,02-05-2020,,,
Same Day,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-FU-3347-729,Furniture,Furnishings,Cisco IP Phone,1293.6693,14,0.6,406.0857,US-2023-377483,05-02-2022,,,
Second Class,Home Office,United States,New York City,New York,10024,East,TEC-PH-9359-375,Technology,Phones,Newell 322,716.0566,14,0.2,88.5379,US-2021-737870,25-04-2022,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,OFF-BI-7329-525,Office Supplies,Binders,Apple iPhone,2545.2618,1O,0.3,-616.094,US-2023-473864,20-10-2023,,,
First Class,Corporate,United States,San Francisco,California,94109,West,TEC-AC-2808-978,Technology,Accessories,Bretford Conference Table,263.3342,4,0.4,-93.7585,US-2023-946512,05-05-2024,,,
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-4746-973,Office Supplies,Art,Cisco IP Phone,479.6634,9,0.8,-104.5873,US-2020-133859,09-09-2020,,,
Same Day,Consumer,United States,Jacksonville,Florida,ZIPCODE,South,TEC-MA-4694-518,Technology,Machines,HP Officejet Printer,30.3219,12,0.45,13.9638,US-2021-731440,15-03-2021,,,
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-MA-1112-443,Technology,Machines,Bretford Conference Table,756.5067,12,0.15,-353.9561,US-2021-355053,21-05-2020,,,
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-1593-640,Technology,Phones,Cisco IP Phone,2125.0926,6,0.4,-361.4054,US-2024-677615,24-07-2024,,,
Same Day,Home Office,United States,Houston,Texas,77036,Central,FUR-BO-7601-401,Furniture,Bookcases,Eldon Fold N Roll Cart,2042.1621,11,0.4,-1071.8241,US-2023-379273,12-02-2021,,,
Standard Class,Home Office,United States,Dallas,Texas,75220,Central,OFF-AR-3091-665,Office Supplies,Art,Hon Deluxe Fabric Chair,$1200,7,0,-171.7465,US-2022-684123,16-06-2022,,,
Same Day,Home Office,United States,Newark,New Jersey,7114,East,OFF-PA-9615-822,Office Supplies,Paper,Logitech Wireless Mouse,2642.2688,13,0.1,-969.5222,US-2024-599136,24-10-2022,,,
Same Day,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-4523-890,Office Supplies,Paper,Logitech Wireless Mouse,2637.9498,13,0.45,613.6343,US-2024-664709,28-06-2022,,,
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-AR-3008-745,Office Supplies,Art,Newell 322,407.0167,2,0.3,-208.455,US-2022-629689,16-12-2022,,,
First Class,Home Office,United States,Columbus,Ohio,43229,East,TEC-PH-9665-706,Technology,Phones,Xerox 1967,1076.5922,5,0.6,-322.8941,US-2020-754934,15-03-2023,,,
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-ST-8734-826,Office Supplies,Storage,Eldon Fold N Roll Cart,751.5621,7,0.45,-348.827,US-2022-522857,06-07-2020,,,
Same Day,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-2524-700,Office Supplies,Paper,Eldon Fold N Roll Cart,2349.3892,14,0.3,44.5036,US-2024-436951,07-10-2024,,,
Second Class,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-3742-611,Office Supplies,Storage,Belkin Surge Protector,1259.55,4,0.15,-655.7748,,,,,
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-BI-6357-636,Office Supplies,Binders,Newell 322,2568.3877,11,0,-1303.6214,US-2023-722300,27-04-2023,,,
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-8650-688,Furniture,Furnishings,Hon Deluxe Fabric Chair,1619.9261,10,??,-722.5852,US-2022-222192,25-12-2024,,,
Same Day,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-2136-709,Furniture,Bookcases,Belkin Surge Protector,1156.5597,4,0.45,-156.3623,US-2023-371400,18-07-2023,,,
Standard Class,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-5654-945,Furniture,Tables,Xerox 1967,1014.9962,2,0.3,115.2034,US-2022-434579,19-04-2021,,,
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-4163-138,Technology,Accessories,Global Push Button Manager Chair,541.7351,N/A,0.45,-118.306,US-2024-521767,23-06-2022,,,
First Class,Corporate,United States,Seattle,Washington,98103,West,TEC-MA-2095-146,Technology,Machines,Eldon Fold N Roll Cart,1181.7778,3,0.3,579.7951,US-2023-307153,07-01-2021,,,
Second Class,Home Office,United States,Houston,Texas,77036,Central,FUR-BO-8961-746,Furniture,Bookcases,3M Storage Bin,2492.3615,6,0.3,-1024.1405,US-2022-239154,23-08-2023,,,
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-9669-363,Office Supplies,Binders,Cisco IP Phone,2479.0078,3,ten_percent,351.4657,US-2024-455041,12-03-2021,,,
Second Class,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-9971-931,Office Supplies,Binders,Logitech Wireless Mouse,2575.5036,13,0.8,-730.4685,US-2023-295059,15-04-2023,,,
Same Day,Home Office,United States,San Francisco,California,94109,West,FUR-BO-7112-516,Furniture,Bookcases,Bush Somerset Bookcase,467.7931,3,0.1,191.8463,US-2021-122198,18-08-2023,,,
First Class,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-3063-881,Furniture,Furnishings,3M Storage Bin,1257.3152,7,0.6,95.1565,US-2021-109613,19-02-2021,,,
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-3677-429,Furniture,Furnishings,Bush Somerset Bookcase,N/A_BAD_VALUE,5,0.2,-348.0152,US-2021-427573,14-12-2020,,,
First Class,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-1171-379,Office Supplies,Binders,3M Storage Bin,746.7127,2,0.8,168.289,US-2022-833837,07-05-2022,,,
Same Day,Corporate,United States,Houston,Texas,77036,Central,OFF-ST-7614-791,Office Supplies,Storage,Global Push Button Manager Chair,723.6385,3,0.4,-120.3823,US-2024-252513,24-12-2020,,,
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-ST-8141-600,Office Supplies,Storage,Xerox 1967,2157.2275,4,0.6,1036.5886,US-2020-360054,03-12-2021,,,
Same Day,Consumer,United States,New York City,New York,10024,East,TEC-CO-1098-476,Technology,Copiers,Eldon Fold N Roll Cart,713.6012,5,0.2,126.9283,US-2021-276346,11-01-2024,,,
Standard Class,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-3532-914,Office Supplies,Art,Global Push Button Manager Chair,2509.9672,12,0.8,-1430.0199,US-2023-690553,24-03-2021,,,
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-8932-910,Office Supplies,Storage,Cisco IP Phone,1635.3083,4,0.1,-922.1971,US-2020-209623,21-09-2024,,,
Standard Class,Corporate,United States,New York City,New York,10024,East,FUR-TA-4804-461,Furniture,Tables,3M Storage Bin,442.0722,1,0.2,130.9639,US-2022-794077,28-08-2023,,,
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-7614-148,Technology,Phones,Logitech Wireless Mouse,2510.1964,12,0,-1314.4644,US-2022-174497,28-04-2023,,,
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,FUR-CH-8471-350,Furniture,Chairs,3M Storage Bin,868.3849,qty_missing,0,313.5368,US-2022-612367,28-11-2024,,,
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-AC-6169-573,Technology,Accessories,Belkin Surge Protector,2855.4165,5,0.1,1300.0078,US-2022-137827,06-08-2020,,,
First Class,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-6002-479,Furniture,Furnishings,HP Officejet Printer,2131.5166,8,0.15,744.6239,US-2020-768488,04-05-2023,,,
Same Day,Consumer,United States,New York City,New York,10024,East,OFF-PA-9427-951,Office Supplies,Paper,Eldon Fold N Roll Cart,2278.4005,11,0.45,742.0573,US-2023-965131,27-01-2021,,,
First Class,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-AC-8213-315,Technology,Accessories,Eldon Fold N Roll Cart,2918.2731,5,0,1198.9154,US-2020-310456,27-09-2022,,,
Second Class,Corporate,United States,San Francisco,California,94109,West,FUR-BO-2543-253,Furniture,Bookcases,Eldon Fold N Roll Cart,2900.8473,4,0.15,104.2129,US-2022-478258,22-10-2022,,,
Same Day,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-9603-171,Office Supplies,Paper,Newell 322,514.9968,9,0.6,209.8368,US-2021-580738,not-a-date,,,
First Class,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-8433-156,Office Supplies,Binders,Logitech Wireless Mouse,122.7637,9,0.8,-51.5342,US-2023-207809,13-01-2022,,,
Second Class,Consumer,United States,Newark,New Jersey,7114,East,OFF-PA-1570-862,Office Supplies,Paper,Belkin Surge Protector,555.3234,13,0,-21.3857,US-2023-795863,04-10-2023,,,
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-BI-4924-302,Office Supplies,Binders,Fellowes Binder,2985.3813,3,0.6,373.2117,US-2023-120431,unknown_date,,,
Standard Class,Home Office,United States,New York City,New York,10024,East,OFF-AR-5383-317,Office Supplies,Art,3M Storage Bin,1243.0447,5,0.45,-706.9437,US-2022-356187,10-10-2021,,,
First Class,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-1565-152,Office Supplies,Appliances,Global Push Button Manager Chair,1437.8985,1,0.2,-227.905,US-2020-382485,18-09-2024,,,
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-CH-5112-489,Furniture,Chairs,Eldon Fold N Roll Cart,114.4273,1,0.2,29.1133,US-2020-561096,16-10-2022,,,
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,FUR-TA-5622-310,Furniture,Tables,Apple iPhone,2830.4785,11,0.8,218.7743,US-2021-757531,14-08-2023,,,
Standard Class,Home Office,United States,Houston,Texas,77036,Central,OFF-ST-9113-392,Office Supplies,Storage,Bretford Conference Table,unknown,1,0.2,-469.7948,US-2022-921040,01-06-2024,,,
Same Day,Corporate,United States,New York City,New York,10024,East,TEC-PH-4469-320,Technology,Phones,Hon Deluxe Fabric Chair,1326.1056,14,ten_percent,-350.9567,US-2023-609692,01-10-2022,,,
First Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-2103-136,Office Supplies,Paper,Eldon Fold N Roll Cart,2709.0704,6,0.1,1178.7297,US-2020-285394,07-10-2022,,,
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-2639-631,Office Supplies,Storage,Fellowes Binder,2446.6154,3,0.6,-1055.7362,US-2023-542090,25-03-2020,,,
Second Class,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-3261-236,Office Supplies,Paper,Global Push Button Manager Chair,300.7666,3,0.8,-33.3343,US-2021-288905,06-02-2024,,,
First Class,Corporate,United States,San Francisco,California,94109,West,OFF-PA-1218-802,Office Supplies,Paper,Xerox 1967,1397.6532,5,0.3,-567.1168,US-2021-526163,28-09-2021,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Second Class,Consumer,United States,New York City,New York,10024,East,OFF-AP-5715-631,Office Supplies,Appliances,Cisco IP Phone,2358.7586,5,0.8,-1342.7879,US-2024-606215,10-12-2021,TOO,MANY,COLUMNS
Standard Class,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-3539-926,Furniture,Tables,Belkin Surge Protector,318.9124,11,0.8,-39.2266,US-2023-648763,07-12-2021,,,
Same Day,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-5230-940,Technology,Machines,Belkin Surge Protector,226.721,2,0,51.429,US-2021-984708,20-09-2023,,,
First Class,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-8238-284,Office Supplies,Storage,Fellowes Binder,2999.0565,14,0.3,340.2988,US-2020-306373,26-05-2023,,,
First Class,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-6378-953,Office Supplies,Paper,3M Storage Bin,1342.951,12,0.6,532.443,US-2024-201927,25-08-2023,,,
Second Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-ST-4536-890,Office Supplies,Storage,Cisco IP Phone,2573.2348,14,-,-975.3264,US-2023-978618,18-08-2022,,,
First Class,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-7506-893,Office Supplies,Paper,Cisco IP Phone,594.9338,10,0,-66.4021,US-2022-452071,23-10-2020,,,
First Class,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-7662-743,Furniture,Tables,Bretford Conference Table,2150.6342,1,0.1,713.1158,US-2023-850765,22-07-2023,,,
Second Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-MA-4831-304,Technology,Machines,Bretford Conference Table,$1200,1,0,-109.1347,US-2020-750162,01-01-2021,,,
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-MA-6733-317,Technology,Machines,HP Officejet Printer,2398.1898,6,0.4,-635.0836,US-2023-676611,19-04-2020,TOO,MANY,COLUMNS
Second Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AP-8940-266,Office Supplies,Appliances,Hon Deluxe Fabric Chair,1403.6324,2,0.3,-279.4453,US-2023-702187,28-09-2024,,,
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,OFF-AP-9470-705,Office Supplies,Appliances,Belkin Surge Protector,1100.2597,4,0,232.2744,US-2020-902601,18-02-2021,TOO,MANY,COLUMNS
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AR-5161-999,Office Supplies,Art,Eldon Fold N Roll Cart,1768.7473,5,0,-842.862,US-2023-916364,17-04-2024,,,
Second Class,Consumer,United States,San Francisco,California,94109,West,FUR-TA-5901-234,Furniture,Tables,Bush Somerset Bookcase,2040.8227,2,0.4,-981.6109,US-2024-281655,26-01-2021,,,
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AP-4069-216,Office Supplies,Appliances,Logitech Wireless Mouse,1928.9274,11,0,-648.1947,US-2023-260512,06-02-2022,,,
First Class,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-6918-481,Technology,Phones,HP Officejet Printer,2836.7711,6,0,127.5007,US-2021-237215,05-04-2020,,,
